item_id,order_id,product_id,product_name,sku_id,sku_name,quantity,unit_price,discount_amount,actual_amount,created_at
2074,133956445909,196,热卖斐乐 登山杖,196,,1,971.45,51.13,971.45,2025-11-19 03:24:13.499656
2075,342715999168,85,优质耐克 哑铃,85,,1,139.80,0.00,139.80,2025-10-30 17:11:40.499656
2076,342715999168,117,新款蒙牛 蜜饯,117,,1,58.11,3.06,58.11,2025-10-30 17:11:40.499656
2077,556708686262,85,优质耐克 哑铃,85,,3,125.82,41.94,377.46,2025-12-17 12:23:21.499656
2078,556708686262,142,经典索尼 游戏手机,142,,1,25.10,1.32,25.10,2025-12-17 12:23:21.499656
2079,556708686262,136,热卖耐克 健身鞋,136,,3,980.07,735.06,2940.21,2025-12-17 12:23:21.499656
2080,978999371229,85,优质耐克 哑铃,85,,2,132.81,13.98,265.62,2025-11-26 10:18:42.499656
2081,978999371229,87,完美日记 防晒,87,,2,6394.79,0.00,12789.58,2025-11-26 10:18:42.499656
2082,978999371229,28,优质太平鸟 裤子,28,,2,1004.22,354.42,2008.44,2025-11-26 10:18:42.499656
2083,978999371229,125,优质帮宝适 婴儿推车,125,,1,4774.87,0.00,4774.87,2025-11-26 10:18:42.499656
2084,982928919921,11,热卖帮宝适 遥控玩具,11,,1,1523.00,0.00,1523.00,2025-10-31 05:25:31.499656
2085,826896353324,109,百草味 肉类,109,,1,359.20,0.00,359.20,2025-12-12 14:21:26.499656
2086,663581801664,5,精选完美日记 防晒,5,,1,326.82,0.00,326.82,2025-12-22 21:48:07.499656
2087,663581801664,8,热卖索尼 老人机,8,,1,120.53,0.00,120.53,2025-12-22 21:48:07.499656
2088,531894782732,134,时尚苏泊尔 餐具,134,,2,4736.02,1052.44,9472.04,2025-11-28 13:17:55.499656
2089,531894782732,24,限定百草味 大米,24,,1,191.88,21.32,191.88,2025-11-28 13:17:55.499656
2090,531894782732,25,时尚匹克 运动裤,25,,1,160.72,0.00,160.72,2025-11-28 13:17:55.499656
2091,565690571133,13,限定特步 足球鞋,13,,2,135.23,47.72,270.46,2025-12-08 14:49:56.499656
2092,565690571133,74,新款三星 游戏手机,74,,2,477.95,0.00,955.90,2025-12-08 14:49:56.499656
2093,565690571133,46,精选小米有品 纸巾,46,,1,1127.39,0.00,1127.39,2025-12-08 14:49:56.499656
2094,565690571133,143,经典戴森 洗衣机,143,,1,526.38,0.00,526.38,2025-12-08 14:49:56.499656
2095,565690571133,147,精选帮宝适 学步车,147,,1,6401.92,0.00,6401.92,2025-12-08 14:49:56.499656
2096,431476997635,133,热卖好孩子 益智玩具,133,,1,232.51,25.83,232.51,2025-11-19 22:34:34.499656
2097,669142123981,192,限定波司登 外套,192,,1,41.29,4.59,41.29,2025-12-24 16:35:53.499656
2098,669142123981,114,新款完美日记 中性香水,114,,2,31.38,3.30,62.76,2025-12-24 16:35:53.499656
2099,506218158895,25,时尚匹克 运动裤,25,,1,144.65,16.07,144.65,2025-12-03 15:37:26.499656
2100,506218158895,191,新款蒙牛 碳酸饮料,191,,1,31.95,0.00,31.95,2025-12-03 15:37:26.499656
2101,506218158895,11,热卖帮宝适 遥控玩具,11,,1,1523.00,0.00,1523.00,2025-12-03 15:37:26.499656
2102,506218158895,127,经典欧莱雅 精华,127,,1,89.31,4.70,89.31,2025-12-03 15:37:26.499656
2103,506218158895,145,热卖小米 空调,145,,1,258.44,64.61,258.44,2025-12-03 15:37:26.499656
2104,208766272758,45,热卖美的 刀具,45,,3,304.00,0.00,912.00,2025-10-28 10:43:58.499656
2105,208766272758,182,优质华为 智能手表,182,,1,10.28,0.00,10.28,2025-10-28 10:43:58.499656
2106,208766272758,6,优质巴拉巴拉 儿童奶粉,6,,2,757.48,0.00,1514.96,2025-10-28 10:43:58.499656
2107,208766272758,180,新款洽洽 食用油,180,,1,3041.44,536.72,3041.44,2025-10-28 10:43:58.499656
2108,261390955597,82,经典耐克 睡袋,82,,1,47.99,0.00,47.99,2025-11-17 08:09:28.499656
2109,261390955597,140,精选海澜之家 裤子,140,,1,812.85,0.00,812.85,2025-11-17 08:09:28.499656
2110,261390955597,194,热卖洽洽 碳酸饮料,194,,1,17.69,0.00,17.69,2025-11-17 08:09:28.499656
2111,261390955597,32,时尚OPPO 智能手表,32,,1,1063.53,118.17,1063.53,2025-11-17 08:09:28.499656
2112,957519426373,7,新款UR 文胸,7,,3,5349.31,1783.11,16047.93,2026-01-21 20:55:03.499656
2113,957519426373,180,新款洽洽 食用油,180,,1,3578.16,0.00,3578.16,2026-01-21 20:55:03.499656
2114,957519426373,166,新款九阳 窗帘,166,,1,170.30,42.57,170.30,2026-01-21 20:55:03.499656
2115,957519426373,154,热卖蒙牛 咖啡,154,,2,216.43,76.38,432.86,2026-01-21 20:55:03.499656
2116,430195479564,128,经典珀莱雅 防晒,128,,1,7083.50,787.06,7083.50,2025-12-19 20:28:14.499656
2117,430195479564,61,优质蒙牛 大米,61,,1,3877.72,0.00,3877.72,2025-12-19 20:28:14.499656
2118,430195479564,67,限定伊利 大米,67,,1,305.44,0.00,305.44,2025-12-19 20:28:14.499656
2119,430195479564,40,新款耐克 睡袋,40,,1,159.15,0.00,159.15,2025-12-19 20:28:14.499656
2120,340406099574,113,热卖vivo 老人机,113,,1,4272.09,0.00,4272.09,2025-12-10 06:01:25.499656
2121,681921401827,198,小米 智能音箱,198,,1,3968.77,992.19,3968.77,2025-11-01 15:05:27.499656
2122,204757548612,135,GXG 外套,135,,1,39.14,0.00,39.14,2026-01-07 19:40:38.499656
2123,204757548612,58,限定德尔玛 毛巾,58,,1,556.23,29.28,556.23,2026-01-07 19:40:38.499656
2124,897728486232,117,新款蒙牛 蜜饯,117,,2,55.05,12.24,110.10,2025-11-25 19:47:10.499656
2125,140815829959,134,时尚苏泊尔 餐具,134,,1,5262.24,0.00,5262.24,2025-12-05 15:31:03.499656
2126,140815829959,161,精选好孩子 积木,161,,2,497.65,175.64,995.30,2025-12-05 15:31:03.499656
2127,140815829959,37,优质蒙牛 肉类,37,,1,631.57,0.00,631.57,2025-12-05 15:31:03.499656
2128,686253975204,106,优质GXG 上衣,106,,2,110.02,0.00,220.04,2025-11-03 19:03:15.499656
2129,686253975204,56,蒙牛 蔬菜,56,,5,555.33,308.50,2776.65,2025-11-03 19:03:15.499656
2130,643022617360,12,时尚统一 水果,12,,1,7142.90,375.94,7142.90,2025-11-25 22:45:23.499656
2131,643022617360,59,优质戴森 冰箱,59,,1,47.61,2.51,47.61,2025-11-25 22:45:23.499656
2132,460278751806,181,限定UR 套装,181,,1,293.24,73.31,293.24,2025-12-03 21:21:50.499656
2133,460278751806,93,九阳 电饭煲,93,,3,674.06,106.44,2022.18,2025-12-03 21:21:50.499656
2134,841694451377,193,热卖H&M 衬衫,193,,1,306.21,16.12,306.21,2025-12-23 19:28:27.499656
2135,252287650340,47,优质珀莱雅 精华,47,,1,27.08,1.42,27.08,2025-12-19 18:18:48.499656
2136,252287650340,143,经典戴森 洗衣机,143,,1,526.38,0.00,526.38,2025-12-19 18:18:48.499656
2137,946347846828,157,优质李宁 瑜伽垫,157,,2,77.90,0.00,155.80,2025-11-27 19:28:25.499656
2138,178609909687,81,经典森马 裤子,81,,1,1867.25,0.00,1867.25,2025-12-06 01:08:49.499656
2139,270615759426,27,精选贝亲 婴儿奶粉,27,,5,1337.65,0.00,6688.25,2025-11-15 19:17:33.499656
2140,881922695500,191,新款蒙牛 碳酸饮料,191,,1,31.95,0.00,31.95,2025-12-09 15:48:58.499656
2141,881922695500,18,精选好孩子 益智玩具,18,,1,936.77,0.00,936.77,2025-12-09 15:48:58.499656
2142,210200222361,172,新款惠普 智能手机,172,,1,4728.07,0.00,4728.07,2025-12-15 13:52:19.499656
2143,210200222361,121,时尚SK-II 口红,121,,2,4271.31,449.62,8542.62,2025-12-15 13:52:19.499656
2144,910699058282,146,热卖GXG 内裤,146,,2,469.72,0.00,939.44,2025-11-04 05:14:48.499656
2145,910699058282,34,时尚小米有品 置物架,34,,1,1874.28,0.00,1874.28,2025-11-04 05:14:48.499656
2146,360378238634,55,精选科沃斯 扫地机器人,55,,1,53.16,9.38,53.16,2026-01-19 22:33:11.499656
2147,109488711868,88,优质耐克 拉力带,88,,3,229.34,0.00,688.02,2025-11-16 01:52:39.499656
2148,109488711868,149,新款帮宝适 儿童奶粉,149,,4,384.46,0.00,1537.84,2025-11-16 01:52:39.499656
2149,134243793669,63,时尚洽洽 调味品,63,,1,262.60,0.00,262.60,2026-01-02 03:18:11.499656
2150,134243793669,139,热卖惠普 老人机,139,,1,2500.50,277.83,2500.50,2026-01-02 03:18:11.499656
2151,907997883133,198,小米 智能音箱,198,,2,4712.91,496.10,9425.82,2025-11-14 13:47:30.499656
2152,907997883133,4,优质好孩子 婴儿纸尿裤,4,,1,6254.66,329.19,6254.66,2025-11-14 13:47:30.499656
2153,718571223415,100,新款苏泊尔 窗帘,100,,1,25.81,0.00,25.81,2025-12-21 16:37:33.499656
2154,718571223415,190,经典科沃斯 吹风机,190,,3,5418.84,0.00,16256.52,2025-12-21 16:37:33.499656
2155,718571223415,198,小米 智能音箱,198,,2,4960.96,0.00,9921.92,2025-12-21 16:37:33.499656
2156,195004072307,25,时尚匹克 运动裤,25,,1,152.68,8.04,152.68,2025-12-30 15:09:25.499656
2157,195004072307,165,新款花西子 眉笔,165,,1,3516.50,185.08,3516.50,2025-12-30 15:09:25.499656
2158,195004072307,186,贝亲 婴儿奶粉,186,,1,351.87,0.00,351.87,2025-12-30 15:09:25.499656
2159,195004072307,105,优质德尔玛 拖把,105,,1,19.39,2.15,19.39,2025-12-30 15:09:25.499656
2160,195004072307,37,优质蒙牛 肉类,37,,1,631.57,0.00,631.57,2025-12-30 15:09:25.499656
2161,438241242775,154,热卖蒙牛 咖啡,154,,1,216.43,38.19,216.43,2026-01-18 06:17:29.499656
2162,192415990819,200,精选苏泊尔 衣架,200,,3,46.59,15.54,139.77,2025-12-06 10:25:24.499656
2163,192415990819,99,优质百雀羚 洁面,99,,1,198.55,22.06,198.55,2025-12-06 10:25:24.499656
2164,643514576134,171,热卖科沃斯 冰箱,171,,1,55.78,0.00,55.78,2025-10-29 18:50:19.499656
2165,643514576134,115,精选欧莱雅 粉底,115,,1,5433.21,285.96,5433.21,2025-10-29 18:50:19.499656
2166,643514576134,180,新款洽洽 食用油,180,,2,3220.34,715.64,6440.68,2025-10-29 18:50:19.499656
2167,643514576134,68,耐克 拉力带,68,,2,253.90,0.00,507.80,2025-10-29 18:50:19.499656
2168,177172549429,32,时尚OPPO 智能手表,32,,1,1122.62,59.08,1122.62,2025-12-03 05:05:45.499656
2169,177172549429,80,限定格力 油烟机,80,,1,5297.22,0.00,5297.22,2025-12-03 05:05:45.499656
2170,177172549429,103,限定农夫山泉 肉类,103,,1,1190.84,62.68,1190.84,2025-12-03 05:05:45.499656
2171,177172549429,47,优质珀莱雅 精华,47,,1,28.50,0.00,28.50,2025-12-03 05:05:45.499656
2172,948061297188,70,经典ZARA 裤子,70,,1,29.21,0.00,29.21,2025-12-25 02:12:13.499656
2173,265657275874,118,优质统一 碳酸饮料,118,,2,65.25,0.00,130.50,2025-10-28 14:26:51.499656
2174,265657275874,10,新款小米 电饭煲,10,,1,110.46,0.00,110.46,2025-10-28 14:26:51.499656
2175,342757170092,166,新款九阳 窗帘,166,,1,170.30,42.57,170.30,2025-12-03 10:52:04.499656
2176,342757170092,177,精选森马 套装,177,,1,64.13,3.38,64.13,2025-12-03 10:52:04.499656
2177,342757170092,144,苏泊尔 纸巾,144,,1,378.08,42.01,378.08,2025-12-03 10:52:04.499656
2178,342590428367,20,优质网易严选 保鲜盒,20,,1,876.97,97.44,876.97,2025-12-16 03:51:09.499656
2179,636301415426,5,精选完美日记 防晒,5,,2,294.14,65.36,588.28,2025-11-06 14:12:28.499656
2180,636301415426,16,精选特步 哑铃,16,,1,78.89,4.15,78.89,2025-11-06 14:12:28.499656
2181,636301415426,66,海澜之家 半身裙,66,,1,5178.84,272.57,5178.84,2025-11-06 14:12:28.499656
2182,997122832203,147,精选帮宝适 学步车,147,,4,6401.92,0.00,25607.68,2025-11-26 16:24:49.499656
2183,997122832203,134,时尚苏泊尔 餐具,134,,2,4736.02,1052.44,9472.04,2025-11-26 16:24:49.499656
2184,997122832203,104,精选九阳 地毯,104,,1,48.16,5.35,48.16,2025-11-26 16:24:49.499656
2185,115352648920,36,优质阿迪达斯 篮球鞋,36,,2,4003.64,0.00,8007.28,2025-10-29 16:45:45.499656
2186,115352648920,15,时尚雅培 积木,15,,1,881.08,46.37,881.08,2025-10-29 16:45:45.499656
2187,115352648920,95,森马 衬衫,95,,2,12.34,2.74,24.68,2025-10-29 16:45:45.499656
2188,116593084752,105,优质德尔玛 拖把,105,,2,21.54,0.00,43.08,2025-11-29 06:40:51.499656
2189,116593084752,92,良品铺子 糖果,92,,1,446.83,23.52,446.83,2025-11-29 06:40:51.499656
2190,267155518363,165,新款花西子 眉笔,165,,1,3331.42,370.16,3331.42,2025-12-25 08:57:08.499656
2191,267155518363,59,优质戴森 冰箱,59,,1,50.12,0.00,50.12,2025-12-25 08:57:08.499656
2192,929477903122,26,精选农夫山泉 果汁,26,,1,1777.24,313.63,1777.24,2025-12-02 17:58:10.499656
2193,813580473693,116,新款洽洽 坚果,116,,1,65.65,3.45,65.65,2025-12-23 05:06:09.499656
2194,507358033344,164,新款惠普 智能手表,164,,1,163.01,0.00,163.01,2026-01-22 03:48:56.499656
2195,759900914543,196,热卖斐乐 登山杖,196,,1,971.45,51.13,971.45,2025-11-28 00:34:35.499656
2196,879366664451,200,精选苏泊尔 衣架,200,,2,51.77,0.00,103.54,2025-11-09 07:08:21.499656
2197,879366664451,152,限定彪马 睡袋,152,,1,24.53,2.72,24.53,2025-11-09 07:08:21.499656
2198,879366664451,194,热卖洽洽 碳酸饮料,194,,5,16.81,4.40,84.05,2025-11-09 07:08:21.499656
2199,584056153419,72,热卖彪马 帐篷,72,,3,50.23,0.00,150.69,2025-12-21 21:31:44.499656
2200,691910724305,9,热卖宜家 床上用品,9,,1,1595.23,0.00,1595.23,2026-01-24 11:57:03.499656
2201,691910724305,67,限定伊利 大米,67,,1,305.44,0.00,305.44,2026-01-24 11:57:03.499656
2202,863513201810,122,优质SK-II 精华,122,,4,4600.13,0.00,18400.52,2025-11-05 14:53:05.499656
2203,863513201810,39,苏泊尔 空气净化器,39,,2,2379.19,528.70,4758.38,2025-11-05 14:53:05.499656
2204,863513201810,8,热卖索尼 老人机,8,,2,108.48,24.10,216.96,2025-11-05 14:53:05.499656
2205,736230714117,140,精选海澜之家 裤子,140,,1,772.21,40.64,772.21,2025-12-07 21:12:35.499656
2206,736230714117,48,热卖SK-II 粉底,48,,1,191.24,21.25,191.24,2025-12-07 21:12:35.499656
2207,736230714117,121,时尚SK-II 口红,121,,2,3596.90,1798.44,7193.80,2025-12-07 21:12:35.499656
2208,122571834855,65,经典贝亲 孕妇奶粉,65,,1,242.40,0.00,242.40,2026-01-04 07:06:11.499656
2209,415133016182,14,限定安踏 运动裤,14,,1,666.84,117.68,666.84,2025-11-05 04:34:10.499656
2210,282912173531,136,热卖耐克 健身鞋,136,,3,1225.09,0.00,3675.27,2025-12-21 03:56:20.499656
2211,282912173531,70,经典ZARA 裤子,70,,2,27.75,2.92,55.50,2025-12-21 03:56:20.499656
2212,282912173531,12,时尚统一 水果,12,,1,7518.84,0.00,7518.84,2025-12-21 03:56:20.499656
2213,392420672372,49,限定联想 老人机,49,,2,781.42,82.26,1562.84,2026-01-23 10:49:54.499656
2214,950957461721,165,新款花西子 眉笔,165,,2,3516.50,370.16,7033.00,2025-11-16 06:34:36.499656
2215,193493319414,2,热卖完美日记 女士香水,2,,1,1430.34,0.00,1430.34,2025-12-24 18:13:28.499656
2216,193493319414,53,热卖森马 衬衫,53,,2,767.79,0.00,1535.58,2025-12-24 18:13:28.499656
2217,193493319414,142,经典索尼 游戏手机,142,,1,23.78,2.64,23.78,2025-12-24 18:13:28.499656
2218,193493319414,104,精选九阳 地毯,104,,1,53.51,0.00,53.51,2025-12-24 18:13:28.499656
2219,179413151313,156,新款完美日记 腮红,156,,2,952.25,100.24,1904.50,2026-01-03 14:16:41.499656
2220,179413151313,39,苏泊尔 空气净化器,39,,1,2643.54,0.00,2643.54,2026-01-03 14:16:41.499656
2221,324756823618,164,新款惠普 智能手表,164,,5,138.56,122.25,692.80,2025-12-02 04:42:35.499656
2222,190911676953,95,森马 衬衫,95,,1,10.97,2.74,10.97,2025-12-17 13:45:25.499656
2223,190911676953,4,优质好孩子 婴儿纸尿裤,4,,1,5267.08,1316.77,5267.08,2025-12-17 13:45:25.499656
2224,190911676953,138,限定李宁 登山杖,138,,2,5445.77,573.24,10891.54,2025-12-17 13:45:25.499656
2225,431357334754,82,经典耐克 睡袋,82,,1,47.99,0.00,47.99,2025-11-09 11:33:28.499656
2226,431357334754,135,GXG 外套,135,,1,39.14,0.00,39.14,2025-11-09 11:33:28.499656
2227,634920225690,96,时尚完美日记 面膜,96,,1,108.71,27.18,108.71,2025-12-15 05:05:39.499656
2228,675391464507,6,优质巴拉巴拉 儿童奶粉,6,,1,681.73,75.75,681.73,2025-11-02 01:50:04.499656
2229,201014421231,135,GXG 外套,135,,1,39.14,0.00,39.14,2026-01-14 00:17:14.499656
2230,108988388606,15,时尚雅培 积木,15,,1,834.71,92.74,834.71,2025-10-27 19:17:18.499656
2231,997858138023,129,限定GXG 卫衣,129,,1,5174.28,574.92,5174.28,2026-01-13 18:37:24.499656
2232,597056563251,90,限定雅培 毛绒玩具,90,,2,468.88,0.00,937.76,2026-01-03 14:15:02.499656
2233,676592119443,14,限定安踏 运动裤,14,,2,784.52,0.00,1569.04,2025-12-20 07:02:21.499656
2234,154873173233,171,热卖科沃斯 冰箱,171,,1,55.78,0.00,55.78,2025-12-27 00:38:21.499656
2235,154873173233,65,经典贝亲 孕妇奶粉,65,,3,230.28,36.36,690.84,2025-12-27 00:38:21.499656
2236,154873173233,196,热卖斐乐 登山杖,196,,2,1022.58,0.00,2045.16,2025-12-27 00:38:21.499656
2237,780969190293,157,优质李宁 瑜伽垫,157,,3,74.01,11.67,222.03,2025-11-16 20:42:31.499656
2238,544898868906,179,经典SK-II 面膜,179,,3,16.21,0.00,48.63,2025-11-12 07:25:20.499656
2239,194512638078,97,新款九阳 收纳箱,97,,1,7592.72,0.00,7592.72,2025-11-18 04:46:15.499656
2240,218693062481,55,精选科沃斯 扫地机器人,55,,1,62.54,0.00,62.54,2025-10-31 14:58:57.499656
2241,749202037147,12,时尚统一 水果,12,,1,6391.01,1127.83,6391.01,2025-11-07 04:11:34.499656
2242,749202037147,62,经典宜家 床上用品,62,,1,6299.87,331.57,6299.87,2025-11-07 04:11:34.499656
2243,749202037147,20,优质网易严选 保鲜盒,20,,1,925.69,48.72,925.69,2025-11-07 04:11:34.499656
2244,749202037147,63,时尚洽洽 调味品,63,,2,262.60,0.00,525.20,2025-11-07 04:11:34.499656
2245,749202037147,25,时尚匹克 运动裤,25,,1,160.72,0.00,160.72,2025-11-07 04:11:34.499656
2246,811052797758,65,经典贝亲 孕妇奶粉,65,,2,242.40,0.00,484.80,2026-01-22 22:25:50.499656
2247,811052797758,115,精选欧莱雅 粉底,115,,1,5147.25,571.92,5147.25,2026-01-22 22:25:50.499656
2248,811052797758,90,限定雅培 毛绒玩具,90,,1,445.44,23.44,445.44,2026-01-22 22:25:50.499656
2249,811052797758,126,百草味 坚果,126,,1,303.15,0.00,303.15,2026-01-22 22:25:50.499656
2250,811052797758,127,经典欧莱雅 精华,127,,1,79.91,14.10,79.91,2026-01-22 22:25:50.499656
2251,240862542978,90,限定雅培 毛绒玩具,90,,1,421.99,46.89,421.99,2025-11-24 02:44:33.499656
2252,240862542978,18,精选好孩子 益智玩具,18,,1,936.77,0.00,936.77,2025-11-24 02:44:33.499656
2253,240862542978,30,时尚SK-II 粉底,30,,1,4262.07,224.32,4262.07,2025-11-24 02:44:33.499656
2254,240862542978,104,精选九阳 地毯,104,,1,48.16,5.35,48.16,2025-11-24 02:44:33.499656
2255,177060355066,46,精选小米有品 纸巾,46,,1,958.28,169.11,958.28,2025-11-29 11:19:59.499656
2256,464246043487,128,经典珀莱雅 防晒,128,,1,7870.56,0.00,7870.56,2025-12-09 02:37:33.499656
2257,473783668812,138,限定李宁 登山杖,138,,4,5732.39,0.00,22929.56,2025-12-18 19:56:03.499656
2258,162321234732,110,热卖海澜之家 裤子,110,,1,144.93,16.10,144.93,2025-12-24 20:50:15.499656
2259,493885410717,124,限定伊利 蜜饯,124,,3,4970.36,2631.36,14911.08,2025-11-15 04:21:24.499656
2260,493885410717,38,经典宜家 床上用品,38,,2,3571.73,0.00,7143.46,2025-11-15 04:21:24.499656
2261,493885410717,109,百草味 肉类,109,,1,341.24,17.96,341.24,2025-11-15 04:21:24.499656
2262,396199597026,55,精选科沃斯 扫地机器人,55,,1,56.29,6.25,56.29,2025-12-13 21:43:38.499656
2263,831366353534,187,经典SK-II 女士香水,187,,1,349.10,18.37,349.10,2025-11-19 11:32:23.499656
2264,831366353534,89,限定百草味 饼干,89,,1,293.17,32.57,293.17,2025-11-19 11:32:23.499656
2265,912567751500,114,新款完美日记 中性香水,114,,1,28.08,4.95,28.08,2026-01-13 16:41:57.499656
2266,912567751500,130,热卖好奇 毛绒玩具,130,,1,173.07,43.27,173.07,2026-01-13 16:41:57.499656
2267,912567751500,155,新款兰蔻 眼影,155,,1,107.30,0.00,107.30,2026-01-13 16:41:57.499656
2268,912567751500,69,限定OPPO 数据线,69,,2,11.25,3.96,22.50,2026-01-13 16:41:57.499656
2269,584989944330,187,经典SK-II 女士香水,187,,1,367.47,0.00,367.47,2026-01-09 00:19:00.499656
2270,584989944330,92,良品铺子 糖果,92,,1,470.35,0.00,470.35,2026-01-09 00:19:00.499656
2271,609522710761,8,热卖索尼 老人机,8,,2,120.53,0.00,241.06,2026-01-17 15:32:33.499656
2272,609522710761,131,优质安踏 哑铃,131,,3,323.91,107.97,971.73,2026-01-17 15:32:33.499656
2273,609522710761,38,经典宜家 床上用品,38,,1,3571.73,0.00,3571.73,2026-01-17 15:32:33.499656
2274,609522710761,193,热卖H&M 衬衫,193,,1,290.10,32.23,290.10,2026-01-17 15:32:33.499656
2275,955465234446,174,精选珀莱雅 洗发水,174,,3,483.83,362.88,1451.49,2026-01-03 13:45:00.499656
2276,955465234446,98,时尚欧莱雅 中性香水,98,,1,5675.20,0.00,5675.20,2026-01-03 13:45:00.499656
2277,955465234446,196,热卖斐乐 登山杖,196,,1,920.32,102.26,920.32,2026-01-03 13:45:00.499656
2278,955465234446,193,热卖H&M 衬衫,193,,1,322.33,0.00,322.33,2026-01-03 13:45:00.499656
2279,150638509220,136,热卖耐克 健身鞋,136,,2,1163.84,122.50,2327.68,2025-11-11 02:16:17.499656
2280,150638509220,95,森马 衬衫,95,,3,13.71,0.00,41.13,2025-11-11 02:16:17.499656
2281,109763381674,124,限定伊利 蜜饯,124,,1,5847.48,0.00,5847.48,2025-11-22 08:22:54.499656
2282,492715793109,23,戴森 油烟机,23,,2,2025.22,213.18,4050.44,2025-12-18 20:53:55.499656
2283,609230515405,101,限定格力 消毒柜,101,,1,1438.96,0.00,1438.96,2025-12-08 00:09:29.499656
2284,796730536516,81,经典森马 裤子,81,,4,1587.16,1120.36,6348.64,2026-01-11 13:57:10.499656
2285,140964180548,178,新款OPPO 笔记本,178,,2,901.96,0.00,1803.92,2025-11-26 14:32:19.499656
2286,140964180548,182,优质华为 智能手表,182,,1,9.25,1.03,9.25,2025-11-26 14:32:19.499656
2287,140964180548,186,贝亲 婴儿奶粉,186,,2,316.68,70.38,633.36,2025-11-26 14:32:19.499656
2288,255228267763,94,经典小米 冰箱,94,,2,201.20,44.72,402.40,2025-11-15 14:57:43.499656
2289,541757251328,15,时尚雅培 积木,15,,2,927.45,0.00,1854.90,2025-10-28 22:57:00.499656
2290,541757251328,141,时尚伊利 水果,141,,1,112.43,5.92,112.43,2025-10-28 22:57:00.499656
2291,584886680027,119,限定森马 裤子,119,,1,3807.69,200.40,3807.69,2025-12-03 09:23:00.499656
2292,942058927804,193,热卖H&M 衬衫,193,,1,322.33,0.00,322.33,2025-11-14 14:40:49.499656
2293,942058927804,50,时尚vivo 手机壳,50,,1,66.93,0.00,66.93,2025-11-14 14:40:49.499656
2294,356335040100,48,热卖SK-II 粉底,48,,1,191.24,21.25,191.24,2025-10-30 16:39:03.499656
2295,356335040100,182,优质华为 智能手表,182,,1,8.22,2.06,8.22,2025-10-30 16:39:03.499656
2296,341882015691,71,限定九阳 刀具,71,,1,6456.81,717.42,6456.81,2026-01-19 12:04:25.499656
2297,595879871699,172,新款惠普 智能手机,172,,2,4728.07,0.00,9456.14,2025-11-26 01:48:41.499656
2298,595879871699,191,新款蒙牛 碳酸饮料,191,,2,31.95,0.00,63.90,2025-11-26 01:48:41.499656
2299,595879871699,193,热卖H&M 衬衫,193,,1,273.98,48.35,273.98,2025-11-26 01:48:41.499656
2300,203201958245,64,时尚联想 耳机,64,,1,1215.09,63.95,1215.09,2026-01-19 17:28:02.499656
2301,203201958245,43,经典百草味 大米,43,,1,536.78,28.25,536.78,2026-01-19 17:28:02.499656
2302,203201958245,42,精选完美日记 牙膏,42,,2,1600.94,0.00,3201.88,2026-01-19 17:28:02.499656
2303,203201958245,135,GXG 外套,135,,1,39.14,0.00,39.14,2026-01-19 17:28:02.499656
2304,203201958245,35,经典苏泊尔 电热水壶,35,,3,241.12,80.37,723.36,2026-01-19 17:28:02.499656
2305,346349345142,120,经典雅培 学步车,120,,1,6773.48,356.50,6773.48,2025-11-18 15:29:55.499656
2306,346349345142,76,精选苏泊尔 榨汁机,76,,1,236.13,0.00,236.13,2025-11-18 15:29:55.499656
2307,346349345142,74,新款三星 游戏手机,74,,1,477.95,0.00,477.95,2025-11-18 15:29:55.499656
2308,346349345142,144,苏泊尔 纸巾,144,,4,357.08,252.04,1428.32,2025-11-18 15:29:55.499656
2309,444588535727,127,经典欧莱雅 精华,127,,1,89.31,4.70,89.31,2026-01-19 22:59:12.499656
2310,674103156882,75,美的 垃圾袋,75,,1,3932.00,436.89,3932.00,2026-01-16 12:35:40.499656
2311,674103156882,22,精选雅培 成人纸尿裤,22,,1,96.13,0.00,96.13,2026-01-16 12:35:40.499656
2312,674103156882,189,经典兰蔻 洗发水,189,,2,3132.01,329.68,6264.02,2026-01-16 12:35:40.499656
2313,674103156882,119,限定森马 裤子,119,,2,3206.47,1603.24,6412.94,2026-01-16 12:35:40.499656
2314,674103156882,196,热卖斐乐 登山杖,196,,1,1022.58,0.00,1022.58,2026-01-16 12:35:40.499656
2315,361943823917,69,限定OPPO 数据线,69,,1,12.57,0.66,12.57,2026-01-07 13:51:12.499656
2316,361943823917,196,热卖斐乐 登山杖,196,,1,1022.58,0.00,1022.58,2026-01-07 13:51:12.499656
2317,309834621259,14,限定安踏 运动裤,14,,1,745.29,39.23,745.29,2025-11-26 12:53:03.499656
2318,851432199486,192,限定波司登 外套,192,,1,41.29,4.59,41.29,2026-01-05 20:09:03.499656
2319,851432199486,27,精选贝亲 婴儿奶粉,27,,1,1203.89,133.76,1203.89,2026-01-05 20:09:03.499656
2320,437158617862,124,限定伊利 蜜饯,124,,1,5262.73,584.75,5262.73,2025-12-14 17:23:36.499656
2321,437158617862,188,精选戴森 洗衣机,188,,1,4650.58,244.77,4650.58,2025-12-14 17:23:36.499656
2322,794256039565,111,苹果 智能音箱,111,,1,5764.32,303.39,5764.32,2025-11-22 15:29:48.499656
2323,794256039565,38,经典宜家 床上用品,38,,1,3214.56,357.17,3214.56,2025-11-22 15:29:48.499656
