session_id,user_id,device_id,start_time,end_time,duration_seconds,event_count,page_view_count,is_bounce,entry_page,exit_page,traffic_source,utm_source,utm_medium,utm_campaign,created_at
2614,33,device_33_3,2025-12-28 15:56:43.615573,2025-12-28 16:21:25.615573,1482,32,11,f,home,favorites,email,douyin,paid,new_user,2026-01-25 02:16:11.657608
2615,362,device_362_1,2025-12-18 02:11:34.615573,2025-12-18 02:20:10.615573,516,21,17,f,product_detail,order_list,direct,xiaohongshu,push,spring_sale,2026-01-25 02:16:11.657608
2616,214,device_214_3,2025-12-19 17:59:08.615573,2025-12-19 18:15:18.615573,970,19,10,f,product_detail,home,organic,direct,banner,recall,2026-01-25 02:16:11.657608
2617,86,device_86_1,2025-11-01 22:05:04.615573,2025-11-01 22:25:20.615573,1216,11,6,f,post_feed,checkout,organic,direct,paid,recall,2026-01-25 02:16:11.657608
2618,325,device_325_2,2025-11-22 02:19:42.615573,2025-11-22 02:32:50.615573,788,16,16,f,home,settings,direct,baidu,paid,spring_sale,2026-01-25 02:16:11.657608
2619,30,device_30_1,2025-12-21 07:22:49.615573,2025-12-21 07:26:00.615573,191,16,9,f,post_feed,search,paid,douyin,organic,618,2026-01-25 02:16:11.657608
2620,353,device_353_2,2026-01-12 03:54:56.615573,2026-01-12 04:20:48.615573,1552,4,10,f,product_detail,product_detail,organic,baidu,banner,618,2026-01-25 02:16:11.657608
2621,85,device_85_3,2025-12-02 00:07:42.615573,2025-12-02 00:31:52.615573,1450,22,7,f,post_feed,settings,social,baidu,banner,,2026-01-25 02:16:11.657608
2622,368,device_368_1,2025-12-14 16:48:42.615573,2025-12-14 17:11:32.615573,1370,32,18,f,post_feed,order_detail,referral,direct,paid,new_user,2026-01-25 02:16:11.657608
2623,299,device_299_1,2025-11-25 18:51:47.615573,2025-11-25 19:04:03.615573,736,31,15,f,home,settings,email,direct,banner,double11,2026-01-25 02:16:11.657608
2624,211,device_211_3,2025-12-11 05:50:07.615573,2025-12-11 05:53:28.615573,201,9,2,f,product_detail,cart,referral,weixin,paid,spring_sale,2026-01-25 02:16:11.657608
2625,423,device_423_2,2025-11-15 18:31:11.615573,2025-11-15 18:32:40.615573,89,44,13,f,post_feed,post_detail,social,weixin,referral,brand_day,2026-01-25 02:16:11.657608
2626,457,device_457_3,2025-11-23 22:36:36.615573,2025-11-23 22:39:05.615573,149,26,13,f,product_detail,messages,email,organic,banner,brand_day,2026-01-25 02:16:11.657608
2627,114,device_114_3,2026-01-05 22:58:37.615573,2026-01-05 23:11:16.615573,759,27,13,f,post_feed,cart,organic,baidu,paid,new_user,2026-01-25 02:16:11.657608
2628,155,device_155_1,2026-01-03 22:00:03.615573,2026-01-03 22:16:02.615573,959,15,17,f,product_detail,coupon_center,paid,baidu,banner,,2026-01-25 02:16:11.657608
2629,243,device_243_2,2025-10-31 01:57:21.615573,2025-10-31 02:17:22.615573,1201,15,16,f,post_feed,settings,social,organic,organic,,2026-01-25 02:16:11.657608
2630,114,device_114_1,2025-11-16 17:39:17.615573,2025-11-16 17:49:54.615573,637,13,19,f,home,messages,social,baidu,referral,618,2026-01-25 02:16:11.657608
2631,2,device_2_2,2025-12-25 10:29:53.615573,2025-12-25 10:50:25.615573,1232,19,2,f,home,coupon_center,social,douyin,organic,618,2026-01-25 02:16:11.657608
2632,212,device_212_2,2026-01-21 18:29:10.615573,2026-01-21 18:32:51.615573,221,42,20,f,product_detail,home,organic,weixin,push,,2026-01-25 02:16:11.657608
2633,100,device_100_3,2025-11-20 23:03:02.615573,2025-11-20 23:10:33.615573,451,6,10,f,home,product_detail,social,baidu,referral,recall,2026-01-25 02:16:11.657608
2634,330,device_330_3,2025-11-22 11:11:19.615573,2025-11-22 11:20:59.615573,580,25,12,f,post_feed,order_detail,email,douyin,banner,brand_day,2026-01-25 02:16:11.657608
2635,364,device_364_1,2026-01-12 06:40:43.615573,2026-01-12 06:50:53.615573,610,12,15,f,post_feed,settings,paid,direct,push,recall,2026-01-25 02:16:11.657608
2636,480,device_480_1,2026-01-21 01:28:52.615573,2026-01-21 01:34:09.615573,317,8,19,f,product_detail,post_detail,referral,xiaohongshu,push,618,2026-01-25 02:16:11.657608
2637,38,device_38_2,2026-01-20 08:32:36.615573,2026-01-20 09:02:21.615573,1785,49,20,f,product_detail,post_detail,email,xiaohongshu,banner,double11,2026-01-25 02:16:11.657608
2638,351,device_351_3,2025-11-22 23:26:26.615573,2025-11-22 23:29:26.615573,180,17,13,f,post_feed,search,social,baidu,referral,brand_day,2026-01-25 02:16:11.657608
2639,241,device_241_3,2025-12-28 22:18:40.615573,2025-12-28 22:31:39.615573,779,33,2,f,home,search,referral,xiaohongshu,paid,,2026-01-25 02:16:11.657608
2640,443,device_443_1,2026-01-01 08:23:13.615573,2026-01-01 08:52:56.615573,1783,49,16,f,home,coupon_center,referral,weixin,organic,brand_day,2026-01-25 02:16:11.657608
2641,280,device_280_3,2025-11-16 02:59:49.615573,2025-11-16 03:17:38.615573,1069,9,19,f,home,post_detail,organic,weixin,organic,double11,2026-01-25 02:16:11.657608
2642,493,device_493_3,2025-12-24 11:01:22.615573,2025-12-24 11:14:11.615573,769,43,2,f,post_feed,favorites,organic,direct,banner,618,2026-01-25 02:16:11.657608
2643,150,device_150_1,2025-12-30 17:40:50.615573,2025-12-30 17:55:05.615573,855,29,2,f,post_feed,post_feed,social,baidu,push,recall,2026-01-25 02:16:11.657608
2644,491,device_491_2,2026-01-05 08:50:48.615573,2026-01-05 08:56:48.615573,360,23,2,f,product_detail,order_list,paid,douyin,organic,spring_sale,2026-01-25 02:16:11.657608
2645,457,device_457_2,2025-11-06 02:15:10.615573,2025-11-06 02:29:22.615573,852,8,2,f,post_feed,post_detail,social,direct,push,brand_day,2026-01-25 02:16:11.657608
2646,412,device_412_2,2026-01-08 15:24:01.615573,2026-01-08 15:52:58.615573,1737,11,10,f,home,coupon_center,paid,xiaohongshu,referral,double11,2026-01-25 02:16:11.657608
2647,265,device_265_1,2025-12-11 12:36:20.615573,2025-12-11 12:50:15.615573,835,37,16,f,home,coupon_center,direct,organic,paid,double11,2026-01-25 02:16:11.657608
2648,424,device_424_2,2025-11-11 05:05:14.615573,2025-11-11 05:29:32.615573,1458,44,9,f,home,home,paid,direct,banner,spring_sale,2026-01-25 02:16:11.657608
2649,458,device_458_3,2025-11-22 05:03:40.615573,2025-11-22 05:32:00.615573,1700,33,6,f,product_detail,messages,social,baidu,paid,double11,2026-01-25 02:16:11.657608
2650,20,device_20_3,2025-11-05 09:04:56.615573,2025-11-05 09:24:56.615573,1200,21,2,f,post_feed,messages,paid,baidu,banner,spring_sale,2026-01-25 02:16:11.657608
2651,120,device_120_1,2025-11-16 02:42:36.615573,2025-11-16 02:44:20.615573,104,38,14,f,home,order_detail,organic,weixin,banner,,2026-01-25 02:16:11.657608
2652,434,device_434_2,2025-11-01 17:03:16.615573,2025-11-01 17:31:43.615573,1707,17,11,f,post_feed,post_feed,organic,douyin,push,spring_sale,2026-01-25 02:16:11.657608
2653,158,device_158_1,2026-01-01 14:48:07.615573,2026-01-01 14:54:31.615573,384,42,8,f,post_feed,search,referral,baidu,referral,double11,2026-01-25 02:16:11.657608
2654,322,device_322_2,2025-11-21 21:58:08.615573,2025-11-21 22:24:51.615573,1603,40,2,f,post_feed,checkout,social,organic,paid,new_user,2026-01-25 02:16:11.657608
2655,260,device_260_2,2025-10-31 11:37:28.615573,2025-10-31 11:59:22.615573,1314,45,12,f,home,profile,organic,direct,referral,618,2026-01-25 02:16:11.657608
2656,221,device_221_2,2025-12-22 04:41:31.615573,2025-12-22 05:04:40.615573,1389,37,5,f,home,post_detail,organic,weixin,organic,new_user,2026-01-25 02:16:11.657608
2657,161,device_161_3,2025-12-17 19:24:38.615573,2025-12-17 19:33:39.615573,541,34,15,f,post_feed,messages,direct,organic,paid,new_user,2026-01-25 02:16:11.657608
2658,416,device_416_1,2026-01-14 23:05:05.615573,2026-01-14 23:31:06.615573,1561,28,16,f,product_detail,order_list,social,weixin,paid,618,2026-01-25 02:16:11.657608
2659,21,device_21_1,2025-12-06 13:29:38.615573,2025-12-06 13:53:47.615573,1449,4,9,f,product_detail,order_detail,email,direct,referral,new_user,2026-01-25 02:16:11.657608
2660,59,device_59_3,2026-01-22 17:14:35.615573,2026-01-22 17:24:06.615573,571,7,13,f,product_detail,order_list,social,baidu,organic,spring_sale,2026-01-25 02:16:11.657608
2661,17,device_17_2,2025-12-20 09:48:35.615573,2025-12-20 09:49:34.615573,59,13,2,t,home,order_detail,email,direct,banner,618,2026-01-25 02:16:11.657608
2662,130,device_130_3,2026-01-11 08:40:01.615573,2026-01-11 08:54:50.615573,889,44,12,f,post_feed,cart,paid,organic,referral,618,2026-01-25 02:16:11.657608
2663,208,device_208_3,2025-12-24 20:24:58.615573,2025-12-24 20:49:10.615573,1452,10,10,f,product_detail,order_list,direct,direct,referral,,2026-01-25 02:16:11.657608
2664,458,device_458_1,2025-11-11 03:20:12.615573,2025-11-11 03:30:16.615573,604,42,8,f,post_feed,coupon_center,social,xiaohongshu,banner,double11,2026-01-25 02:16:11.657608
2665,497,device_497_2,2025-11-17 01:22:46.615573,2025-11-17 01:47:30.615573,1484,33,11,f,product_detail,cart,paid,douyin,push,recall,2026-01-25 02:16:11.657608
2666,40,device_40_1,2025-11-01 22:10:48.615573,2025-11-01 22:18:36.615573,468,38,5,f,post_feed,order_list,organic,organic,organic,618,2026-01-25 02:16:11.657608
2667,105,device_105_1,2025-12-27 14:13:00.615573,2025-12-27 14:18:15.615573,315,23,4,f,product_detail,home,referral,direct,banner,,2026-01-25 02:16:11.657608
2668,177,device_177_2,2025-12-12 13:45:33.615573,2025-12-12 14:08:37.615573,1384,14,17,f,product_detail,coupon_center,organic,xiaohongshu,banner,new_user,2026-01-25 02:16:11.657608
2669,473,device_473_3,2025-11-26 03:18:01.615573,2025-11-26 03:46:23.615573,1702,32,5,f,home,cart,direct,baidu,paid,recall,2026-01-25 02:16:11.657608
2670,67,device_67_2,2025-12-19 13:45:46.615573,2025-12-19 13:47:04.615573,78,34,4,f,product_detail,checkout,organic,baidu,organic,double11,2026-01-25 02:16:11.657608
2671,301,device_301_1,2025-11-01 08:40:14.615573,2025-11-01 09:02:18.615573,1324,44,5,f,post_feed,checkout,social,baidu,paid,new_user,2026-01-25 02:16:11.657608
2672,316,device_316_2,2025-12-05 21:24:10.615573,2025-12-05 21:33:30.615573,560,12,6,f,product_detail,cart,organic,direct,organic,new_user,2026-01-25 02:16:11.657608
2673,88,device_88_2,2025-11-15 10:36:40.615573,2025-11-15 11:02:55.615573,1575,22,13,f,post_feed,settings,paid,weixin,paid,,2026-01-25 02:16:11.657608
2674,24,device_24_1,2026-01-21 02:19:29.615573,2026-01-21 02:43:38.615573,1449,41,18,f,post_feed,order_list,paid,weixin,push,double11,2026-01-25 02:16:11.657608
2675,455,device_455_1,2025-12-09 02:10:04.615573,2025-12-09 02:35:09.615573,1505,39,17,f,home,product_detail,referral,douyin,referral,double11,2026-01-25 02:16:11.657608
2676,217,device_217_2,2026-01-15 09:16:21.615573,2026-01-15 09:23:23.615573,422,17,17,f,home,product_detail,email,direct,paid,brand_day,2026-01-25 02:16:11.657608
2677,462,device_462_3,2025-10-31 21:55:22.615573,2025-10-31 22:00:47.615573,325,18,16,f,product_detail,checkout,paid,douyin,banner,618,2026-01-25 02:16:11.657608
2678,232,device_232_2,2025-12-09 09:29:00.615573,2025-12-09 09:38:51.615573,591,47,13,f,product_detail,post_detail,referral,weixin,banner,new_user,2026-01-25 02:16:11.657608
2679,68,device_68_2,2026-01-07 19:29:34.615573,2026-01-07 19:46:15.615573,1001,26,9,f,post_feed,product_detail,organic,douyin,paid,double11,2026-01-25 02:16:11.657608
2680,324,device_324_3,2025-12-20 04:44:15.615573,2025-12-20 05:04:14.615573,1199,37,8,f,post_feed,profile,direct,weixin,referral,new_user,2026-01-25 02:16:11.657608
2681,83,device_83_1,2025-11-11 01:18:55.615573,2025-11-11 01:48:11.615573,1756,19,16,f,home,coupon_center,organic,baidu,banner,new_user,2026-01-25 02:16:11.657608
2682,111,device_111_3,2026-01-14 06:00:55.615573,2026-01-14 06:09:48.615573,533,17,19,f,home,order_detail,organic,direct,organic,new_user,2026-01-25 02:16:11.657608
2683,389,device_389_3,2026-01-07 05:20:07.615573,2026-01-07 05:34:45.615573,878,4,3,f,post_feed,order_list,referral,direct,paid,618,2026-01-25 02:16:11.657608
2684,352,device_352_3,2025-11-03 07:51:17.615573,2025-11-03 08:17:44.615573,1587,33,17,f,product_detail,post_feed,social,baidu,organic,618,2026-01-25 02:16:11.657608
2685,9,device_9_3,2025-12-04 11:34:52.615573,2025-12-04 12:00:58.615573,1566,8,8,f,home,profile,direct,xiaohongshu,organic,brand_day,2026-01-25 02:16:11.657608
2686,33,device_33_2,2025-11-06 04:05:06.615573,2025-11-06 04:19:04.615573,838,48,6,f,post_feed,favorites,referral,xiaohongshu,push,,2026-01-25 02:16:11.657608
2687,142,device_142_1,2025-11-03 10:44:11.615573,2025-11-03 11:04:39.615573,1228,33,9,f,home,post_detail,paid,baidu,organic,new_user,2026-01-25 02:16:11.657608
2688,406,device_406_3,2025-11-28 23:31:22.615573,2025-11-29 00:00:28.615573,1746,15,17,f,post_feed,cart,email,baidu,push,double11,2026-01-25 02:16:11.657608
2689,444,device_444_1,2025-11-13 21:37:52.615573,2025-11-13 21:58:18.615573,1226,48,8,f,home,search,direct,douyin,referral,spring_sale,2026-01-25 02:16:11.657608
2690,422,device_422_1,2025-11-25 02:34:00.615573,2025-11-25 02:35:19.615573,79,17,17,f,post_feed,post_feed,direct,douyin,banner,recall,2026-01-25 02:16:11.657608
2691,277,device_277_2,2026-01-12 13:40:37.615573,2026-01-12 14:05:02.615573,1465,27,2,f,post_feed,post_detail,social,direct,banner,spring_sale,2026-01-25 02:16:11.657608
2692,11,device_11_2,2025-11-18 09:46:41.615573,2025-11-18 10:07:13.615573,1232,28,9,f,product_detail,settings,referral,douyin,paid,618,2026-01-25 02:16:11.657608
2693,90,device_90_3,2025-12-25 15:39:23.615573,2025-12-25 16:01:23.615573,1320,28,16,f,post_feed,home,paid,organic,referral,recall,2026-01-25 02:16:11.657608
2694,73,device_73_3,2025-11-16 01:22:08.615573,2025-11-16 01:22:53.615573,45,16,18,t,post_feed,home,organic,baidu,paid,recall,2026-01-25 02:16:11.657608
2695,71,device_71_2,2025-11-05 08:50:56.615573,2025-11-05 09:16:32.615573,1536,21,18,f,home,home,direct,xiaohongshu,referral,,2026-01-25 02:16:11.657608
2696,183,device_183_2,2026-01-24 14:52:51.615573,2026-01-24 15:21:13.615573,1702,29,18,f,product_detail,checkout,social,baidu,organic,double11,2026-01-25 02:16:11.657608
2697,462,device_462_1,2026-01-23 01:16:11.615573,2026-01-23 01:19:39.615573,208,13,19,f,post_feed,cart,organic,weixin,paid,new_user,2026-01-25 02:16:11.657608
2698,137,device_137_2,2025-11-23 14:36:13.615573,2025-11-23 15:03:13.615573,1620,37,20,f,product_detail,messages,referral,xiaohongshu,organic,new_user,2026-01-25 02:16:11.657608
2699,422,device_422_2,2025-12-03 14:48:49.615573,2025-12-03 15:10:49.615573,1320,10,12,f,product_detail,home,paid,organic,organic,double11,2026-01-25 02:16:11.657608
2700,152,device_152_1,2025-12-22 13:59:33.615573,2025-12-22 14:26:20.615573,1607,42,17,f,home,profile,direct,xiaohongshu,banner,spring_sale,2026-01-25 02:16:11.657608
2701,303,device_303_2,2026-01-22 12:00:43.615573,2026-01-22 12:26:26.615573,1543,41,9,f,product_detail,order_detail,social,xiaohongshu,referral,618,2026-01-25 02:16:11.657608
2702,67,device_67_2,2025-12-09 17:51:31.615573,2025-12-09 17:55:20.615573,229,18,11,f,post_feed,coupon_center,organic,organic,referral,double11,2026-01-25 02:16:11.657608
2703,418,device_418_2,2025-12-03 21:16:28.615573,2025-12-03 21:21:08.615573,280,26,18,f,product_detail,checkout,social,douyin,organic,spring_sale,2026-01-25 02:16:11.657608
2704,163,device_163_3,2026-01-04 03:43:04.615573,2026-01-04 03:45:14.615573,130,43,6,f,product_detail,product_detail,paid,xiaohongshu,push,,2026-01-25 02:16:11.657608
2705,298,device_298_1,2025-11-01 02:45:34.615573,2025-11-01 03:15:24.615573,1790,38,8,f,product_detail,messages,paid,direct,organic,double11,2026-01-25 02:16:11.657608
2706,49,device_49_1,2026-01-24 07:50:56.615573,2026-01-24 08:00:50.615573,594,31,12,f,product_detail,favorites,paid,weixin,referral,brand_day,2026-01-25 02:16:11.657608
2707,321,device_321_3,2026-01-16 10:47:02.615573,2026-01-16 10:55:57.615573,535,43,8,f,home,post_detail,organic,organic,push,,2026-01-25 02:16:11.657608
2708,65,device_65_1,2025-11-06 15:39:52.615573,2025-11-06 15:51:05.615573,673,10,19,f,post_feed,home,organic,baidu,referral,double11,2026-01-25 02:16:11.657608
2709,252,device_252_1,2026-01-21 15:06:27.615573,2026-01-21 15:11:52.615573,325,20,13,f,home,order_list,referral,douyin,banner,618,2026-01-25 02:16:11.657608
2710,332,device_332_1,2025-11-18 04:01:16.615573,2025-11-18 04:20:19.615573,1143,4,6,f,home,order_list,organic,direct,push,brand_day,2026-01-25 02:16:11.657608
2711,336,device_336_2,2025-11-25 23:10:04.615573,2025-11-25 23:11:36.615573,92,36,10,f,product_detail,post_detail,email,organic,paid,recall,2026-01-25 02:16:11.657608
2712,450,device_450_3,2025-12-07 05:28:21.615573,2025-12-07 05:30:26.615573,125,39,14,f,product_detail,search,social,douyin,referral,double11,2026-01-25 02:16:11.657608
2713,268,device_268_3,2025-12-16 06:38:44.615573,2025-12-16 06:47:53.615573,549,36,10,f,post_feed,coupon_center,social,xiaohongshu,banner,double11,2026-01-25 02:16:11.657608
2714,289,device_289_1,2025-12-04 07:44:41.615573,2025-12-04 08:12:21.615573,1660,11,11,f,product_detail,product_detail,email,xiaohongshu,organic,,2026-01-25 02:16:11.657608
2715,14,device_14_1,2025-11-19 13:13:53.615573,2025-11-19 13:34:08.615573,1215,33,16,f,home,messages,referral,douyin,push,new_user,2026-01-25 02:16:11.657608
2716,359,device_359_1,2025-12-04 09:38:52.615573,2025-12-04 10:04:01.615573,1509,34,7,f,post_feed,messages,referral,organic,organic,new_user,2026-01-25 02:16:11.657608
2717,156,device_156_3,2026-01-04 04:37:15.615573,2026-01-04 04:37:47.615573,32,38,10,t,product_detail,cart,paid,douyin,paid,618,2026-01-25 02:16:11.657608
2718,429,device_429_1,2025-12-01 13:24:36.615573,2025-12-01 13:52:53.615573,1697,10,8,f,home,profile,referral,weixin,organic,recall,2026-01-25 02:16:11.657608
2719,152,device_152_3,2025-11-05 00:20:42.615573,2025-11-05 00:45:05.615573,1463,49,4,f,product_detail,category,paid,baidu,push,brand_day,2026-01-25 02:16:11.657608
2720,296,device_296_2,2025-11-07 17:56:37.615573,2025-11-07 18:14:55.615573,1098,43,4,f,post_feed,profile,organic,xiaohongshu,referral,recall,2026-01-25 02:16:11.657608
2721,411,device_411_1,2025-12-23 13:09:54.615573,2025-12-23 13:20:38.615573,644,35,15,f,home,post_feed,organic,organic,referral,brand_day,2026-01-25 02:16:11.657608
2722,222,device_222_1,2025-12-26 18:33:17.615573,2025-12-26 18:48:08.615573,891,50,20,f,home,post_feed,direct,douyin,push,new_user,2026-01-25 02:16:11.657608
2723,371,device_371_3,2025-11-10 13:40:01.615573,2025-11-10 13:52:44.615573,763,47,3,f,home,post_detail,paid,baidu,paid,,2026-01-25 02:16:11.657608
2724,135,device_135_1,2025-12-13 07:56:05.615573,2025-12-13 08:24:20.615573,1695,4,12,f,product_detail,category,referral,xiaohongshu,banner,,2026-01-25 02:16:11.657608
2725,326,device_326_1,2025-11-21 23:53:57.615573,2025-11-22 00:02:19.615573,502,9,8,f,product_detail,search,paid,baidu,banner,recall,2026-01-25 02:16:11.657608
2726,349,device_349_3,2025-12-25 12:34:58.615573,2025-12-25 12:37:15.615573,137,35,13,f,post_feed,favorites,social,direct,paid,brand_day,2026-01-25 02:16:11.657608
2727,283,device_283_3,2025-11-18 18:32:29.615573,2025-11-18 18:54:05.615573,1296,42,11,f,product_detail,category,organic,baidu,banner,spring_sale,2026-01-25 02:16:11.657608
2728,420,device_420_3,2025-12-03 12:31:40.615573,2025-12-03 12:53:03.615573,1283,13,8,f,home,settings,direct,douyin,banner,new_user,2026-01-25 02:16:11.657608
2729,292,device_292_1,2025-11-28 04:57:22.615573,2025-11-28 05:05:52.615573,510,7,18,f,product_detail,profile,email,douyin,organic,double11,2026-01-25 02:16:11.657608
2730,333,device_333_2,2025-12-06 04:20:11.615573,2025-12-06 04:40:22.615573,1211,19,12,f,post_feed,search,organic,weixin,push,brand_day,2026-01-25 02:16:11.657608
2731,203,device_203_3,2026-01-06 14:22:14.615573,2026-01-06 14:26:25.615573,251,19,3,f,product_detail,order_detail,email,douyin,paid,,2026-01-25 02:16:11.657608
2732,324,device_324_1,2025-11-16 22:15:51.615573,2025-11-16 22:21:00.615573,309,7,11,f,product_detail,checkout,paid,direct,push,recall,2026-01-25 02:16:11.657608
2733,311,device_311_1,2026-01-14 08:42:12.615573,2026-01-14 08:54:46.615573,754,39,19,f,home,favorites,email,xiaohongshu,organic,new_user,2026-01-25 02:16:11.657608
2734,274,device_274_3,2025-12-19 16:35:52.615573,2025-12-19 16:45:54.615573,602,10,16,f,home,checkout,referral,weixin,referral,brand_day,2026-01-25 02:16:11.657608
2735,247,device_247_2,2026-01-21 05:20:12.615573,2026-01-21 05:36:09.615573,957,34,18,f,home,search,paid,xiaohongshu,organic,,2026-01-25 02:16:11.657608
2736,182,device_182_2,2025-11-20 22:53:53.615573,2025-11-20 23:12:27.615573,1114,8,5,f,home,settings,referral,douyin,push,recall,2026-01-25 02:16:11.657608
2737,204,device_204_2,2025-11-18 16:00:03.615573,2025-11-18 16:25:48.615573,1545,30,10,f,post_feed,profile,paid,weixin,paid,,2026-01-25 02:16:11.657608
2738,135,device_135_2,2026-01-19 08:37:47.615573,2026-01-19 08:54:23.615573,996,37,4,f,home,order_detail,social,douyin,banner,,2026-01-25 02:16:11.657608
2739,359,device_359_3,2026-01-23 00:11:45.615573,2026-01-23 00:35:30.615573,1425,30,7,f,product_detail,profile,organic,xiaohongshu,push,618,2026-01-25 02:16:11.657608
2740,27,device_27_3,2025-12-15 04:50:15.615573,2025-12-15 05:12:40.615573,1345,36,8,f,product_detail,order_list,referral,baidu,referral,618,2026-01-25 02:16:11.657608
2741,106,device_106_3,2025-12-07 12:08:09.615573,2025-12-07 12:22:28.615573,859,49,5,f,home,category,organic,direct,push,new_user,2026-01-25 02:16:11.657608
2742,209,device_209_3,2026-01-22 04:39:03.615573,2026-01-22 04:52:35.615573,812,36,16,f,post_feed,settings,referral,xiaohongshu,banner,,2026-01-25 02:16:11.657608
2743,350,device_350_2,2025-12-31 01:02:51.615573,2025-12-31 01:06:31.615573,220,31,7,f,home,cart,organic,direct,organic,new_user,2026-01-25 02:16:11.657608
2744,348,device_348_1,2025-12-06 09:12:45.615573,2025-12-06 09:18:07.615573,322,18,20,f,home,coupon_center,direct,weixin,banner,double11,2026-01-25 02:16:11.657608
2745,243,device_243_3,2025-12-31 15:26:19.615573,2025-12-31 15:35:01.615573,522,38,5,f,home,search,email,douyin,banner,618,2026-01-25 02:16:11.657608
2746,280,device_280_3,2025-10-30 21:44:49.615573,2025-10-30 22:02:50.615573,1081,4,9,f,home,favorites,paid,douyin,banner,brand_day,2026-01-25 02:16:11.657608
2747,478,device_478_2,2025-11-24 19:34:40.615573,2025-11-24 19:49:09.615573,869,22,15,f,product_detail,checkout,email,direct,banner,new_user,2026-01-25 02:16:11.657608
2748,161,device_161_3,2026-01-01 22:02:58.615573,2026-01-01 22:04:39.615573,101,26,20,f,home,settings,direct,organic,referral,spring_sale,2026-01-25 02:16:11.657608
2749,267,device_267_3,2026-01-18 05:05:52.615573,2026-01-18 05:19:59.615573,847,8,17,f,post_feed,post_feed,paid,douyin,push,double11,2026-01-25 02:16:11.657608
2750,319,device_319_2,2026-01-14 14:19:16.615573,2026-01-14 14:35:46.615573,990,41,4,f,product_detail,post_feed,direct,xiaohongshu,referral,618,2026-01-25 02:16:11.657608
2751,493,device_493_2,2025-12-06 00:35:13.615573,2025-12-06 01:04:59.615573,1786,39,11,f,post_feed,settings,email,douyin,banner,brand_day,2026-01-25 02:16:11.657608
2752,153,device_153_2,2025-12-28 07:00:57.615573,2025-12-28 07:12:10.615573,673,45,4,f,product_detail,settings,referral,weixin,push,,2026-01-25 02:16:11.657608
2753,225,device_225_3,2025-12-11 04:18:58.615573,2025-12-11 04:44:59.615573,1561,40,6,f,post_feed,post_detail,social,douyin,organic,618,2026-01-25 02:16:11.657608
2754,414,device_414_3,2025-11-24 16:48:13.615573,2025-11-24 16:52:42.615573,269,44,4,f,post_feed,home,organic,weixin,organic,618,2026-01-25 02:16:11.657608
2755,247,device_247_3,2026-01-17 19:27:10.615573,2026-01-17 19:29:57.615573,167,37,3,f,product_detail,order_list,paid,baidu,referral,618,2026-01-25 02:16:11.657608
2756,191,device_191_3,2025-12-02 12:10:23.615573,2025-12-02 12:36:41.615573,1578,8,16,f,home,cart,referral,weixin,banner,new_user,2026-01-25 02:16:11.657608
2757,396,device_396_2,2026-01-13 15:45:19.615573,2026-01-13 15:49:18.615573,239,44,4,f,product_detail,settings,paid,xiaohongshu,push,new_user,2026-01-25 02:16:11.657608
2758,52,device_52_3,2025-12-08 09:50:47.615573,2025-12-08 10:09:58.615573,1151,50,18,f,home,checkout,direct,weixin,push,new_user,2026-01-25 02:16:11.657608
2759,11,device_11_2,2025-11-02 17:21:38.615573,2025-11-02 17:46:17.615573,1479,38,14,f,home,checkout,email,baidu,paid,,2026-01-25 02:16:11.657608
2760,452,device_452_3,2025-10-31 23:56:10.615573,2025-11-01 00:14:28.615573,1098,11,12,f,post_feed,favorites,email,baidu,referral,,2026-01-25 02:16:11.657608
2761,284,device_284_2,2025-11-26 17:41:16.615573,2025-11-26 18:01:52.615573,1236,46,16,f,home,coupon_center,social,douyin,push,double11,2026-01-25 02:16:11.657608
2762,380,device_380_3,2025-11-02 20:04:40.615573,2025-11-02 20:22:42.615573,1082,8,8,f,product_detail,settings,paid,organic,organic,,2026-01-25 02:16:11.657608
2763,121,device_121_2,2026-01-10 04:00:47.615573,2026-01-10 04:25:09.615573,1462,3,9,f,home,order_list,direct,douyin,banner,recall,2026-01-25 02:16:11.657608
2764,419,device_419_3,2025-11-22 21:13:57.615573,2025-11-22 21:31:45.615573,1068,40,19,f,product_detail,settings,social,weixin,banner,spring_sale,2026-01-25 02:16:11.657608
2765,332,device_332_3,2025-11-07 07:59:21.615573,2025-11-07 08:25:34.615573,1573,28,6,f,post_feed,order_list,email,weixin,banner,,2026-01-25 02:16:11.657608
2766,199,device_199_3,2026-01-08 22:18:39.615573,2026-01-08 22:23:11.615573,272,38,20,f,product_detail,profile,email,baidu,push,,2026-01-25 02:16:11.657608
2767,417,device_417_3,2025-11-22 04:25:47.615573,2025-11-22 04:50:06.615573,1459,9,14,f,product_detail,cart,paid,weixin,push,recall,2026-01-25 02:16:11.657608
2768,272,device_272_1,2025-12-06 00:52:54.615573,2025-12-06 01:06:41.615573,827,33,16,f,product_detail,favorites,referral,douyin,paid,,2026-01-25 02:16:11.657608
2769,216,device_216_1,2025-12-08 18:17:20.615573,2025-12-08 18:46:27.615573,1747,9,17,f,home,profile,direct,douyin,banner,brand_day,2026-01-25 02:16:11.657608
2770,374,device_374_1,2025-11-21 23:04:02.615573,2025-11-21 23:25:39.615573,1297,26,7,f,post_feed,checkout,direct,douyin,organic,recall,2026-01-25 02:16:11.657608
